7d2a08ddb2c6;14/06/2022;0;01/01/1970;2
f5363f9e6e73;18/06/2022;0;01/01/1970;2
a17c5b8ac5bf;20/05/2022;0;01/01/1970;1
eb194ee73658;21/05/2022;0;01/01/1970;1
d127f97a6b5f;21/06/2022;0;01/01/1970;2
e654aca4a1ed;25/06/2022;0;01/01/1970;2
91332081077c;22/05/2022;0;01/01/1970;1
d0021bde90d8;22/05/2022;0;01/01/1970;1
503d17a7ffee;25/05/2022;0;01/01/1970;1
75d0ef70b7a3;28/05/2022;0;01/01/1970;1
714ce32a943d;26/06/2022;0;01/01/1970;2
a7dca81b5fc6;31/05/2022;0;01/01/1970;1
aefe4d8a0614;29/06/2022;0;01/01/1970;2
1a48b8a7f6b0;02/06/2022;0;01/01/1970;1
b81bde34c62e;04/06/2022;0;01/01/1970;1
d3c58e28209d;03/07/2022;0;01/01/1970;2
ce39093a5410;06/06/2022;0;01/01/1970;1
ee030eae7091;03/07/2022;0;01/01/1970;2
c97864777dc2;05/07/2022;0;01/01/1970;2
92786cf0815f;06/07/2022;0;01/01/1970;2
f0c1f22494d2;06/06/2022;0;01/01/1970;1
f5f2044b0c58;10/07/2022;0;01/01/1970;2
486df2531d1a;09/06/2022;0;01/01/1970;1
612aafbfc7d5;12/06/2022;0;01/01/1970;1
7b9f77afd92a;13/07/2022;0;01/01/1970;2
34591349975c;16/07/2022;0;01/01/1970;2
48502ddb9983;21/07/2022;0;01/01/1970;2
c997aa8f3a65;14/06/2022;0;01/01/1970;1
128249d85264;23/07/2022;0;01/01/1970;2
4a12bc196529;28/07/2022;0;01/01/1970;2
a622fd69cef1;15/06/2022;0;01/01/1970;1
