6a969f2ea0c9;28/07/2022;0;01/01/1970;2
80a518ab8cec;01/08/2022;0;01/01/1970;2
55eaa22bcc53;18/06/2022;0;01/01/1970;1
7b5dc27d82ab;04/08/2022;0;01/01/1970;2
b8525d2bc5c3;20/06/2022;0;01/01/1970;1
e71faab1050f;06/08/2022;0;01/01/1970;2
03b58ba92d34;21/06/2022;0;01/01/1970;1
b6fd6d13ee39;22/06/2022;0;01/01/1970;1
5adf718ddeda;07/08/2022;0;01/01/1970;2
437a8c70dd9e;25/06/2022;0;01/01/1970;1
6b08e79f7826;28/06/2022;0;01/01/1970;1
af693fe28f1d;30/06/2022;0;01/01/1970;1
13f4d12258cc;30/06/2022;0;01/01/1970;1
43a0843c2492;02/07/2022;0;01/01/1970;1
6595dbff651e;09/08/2022;0;01/01/1970;2
43a44e3b6b1d;03/07/2022;0;01/01/1970;1
23726436e173;06/07/2022;0;01/01/1970;1
392cf347fe42;09/07/2022;0;01/01/1970;1
e6e0678e21cc;13/08/2022;0;01/01/1970;2
c2bce13d0500;15/08/2022;0;01/01/1970;2
8138555ef555;12/07/2022;0;01/01/1970;1
6ced51be01e7;13/07/2022;0;01/01/1970;1
56d9cad0a425;16/07/2022;0;01/01/1970;1
121ae122f338;15/08/2022;0;01/01/1970;2
2ed8774341f0;16/07/2022;0;01/01/1970;1
0f29d7b0f871;19/08/2022;0;01/01/1970;2
6e96cba168af;16/07/2022;0;01/01/1970;1
f7e599dc828a;17/07/2022;0;01/01/1970;1
19031daf84f8;19/07/2022;0;01/01/1970;1
1454bc27de60;23/08/2022;0;01/01/1970;2
c684da783a82;20/07/2022;0;01/01/1970;1
bd3980a56b3a;28/08/2022;0;01/01/1970;2
0c046d3a5f30;30/08/2022;0;01/01/1970;2
8277baea2b53;02/09/2022;0;01/01/1970;2
f52a53f021b4;21/07/2022;0;01/01/1970;1
cf7c1491aaad;21/07/2022;0;01/01/1970;1
1a4555799948;05/09/2022;0;01/01/1970;2
a475df6a9c2c;08/09/2022;0;01/01/1970;2
5c5be1aef44b;24/07/2022;0;01/01/1970;1
bc4dca184df9;25/07/2022;0;01/01/1970;1
13feff129ad1;25/07/2022;0;01/01/1970;1
8bb6f55f6798;27/07/2022;0;01/01/1970;1
1baa09cc9b3e;29/07/2022;0;01/01/1970;1
aad15abd558d;31/07/2022;0;01/01/1970;1
5438e2b1d173;02/08/2022;0;01/01/1970;1
b9bbb6b6624c;03/08/2022;0;01/01/1970;1
280ab0f36735;09/09/2022;0;01/01/1970;2
56ecfc08148e;04/08/2022;0;01/01/1970;1
438b7d8bf6d8;05/08/2022;0;01/01/1970;1
